artist,song_name,weekly_rank,week_of
Lil Baby,Never Recover,70,12/1/2018
Lil Baby,Never Recover,70,11/24/2018
Lil Baby,Never Recover,69,11/17/2018
Lil Baby,Never Recover,60,11/10/2018
Lil Baby,Never Recover,49,11/3/2018
Lil Baby,Never Recover,35,10/27/2018
Lil Baby,Never Recover,15,10/20/2018
Lil Baby,Off White VLONE,54,10/20/2018
Lil Dicky,Earth,91,6/8/2019
Lil Dicky,Earth,78,6/1/2019
Lil Dicky,Earth,69,5/25/2019
Lil Dicky,Earth,61,5/18/2019
Lil Dicky,Earth,41,5/11/2019
Lil Dicky,Earth,17,5/4/2019
Lil Dicky,Freaky Friday,83,8/11/2018
Lil Dicky,Freaky Friday,73,8/4/2018
Lil Dicky,Freaky Friday,69,7/28/2018
Lil Dicky,Freaky Friday,72,7/21/2018
Lil Dicky,Freaky Friday,72,7/14/2018
Lil Dicky,Freaky Friday,47,7/7/2018
Lil Dicky,Freaky Friday,46,6/30/2018
Lil Dicky,Freaky Friday,37,6/23/2018
Lil Dicky,Freaky Friday,39,6/16/2018
Lil Dicky,Freaky Friday,26,6/9/2018
Lil Dicky,Freaky Friday,22,6/2/2018
Lil Dicky,Freaky Friday,13,5/26/2018
Lil Dicky,Freaky Friday,11,5/19/2018
Lil Dicky,Freaky Friday,13,5/12/2018
Lil Dicky,Freaky Friday,12,5/5/2018
Lil Dicky,Freaky Friday,8,4/28/2018
Lil Dicky,Freaky Friday,9,4/21/2018
Lil Dicky,Freaky Friday,9,4/14/2018
Lil Dicky,Freaky Friday,8,4/7/2018
Lil Dicky,Freaky Friday,9,3/31/2018
Lil Mosey,Kamikaze,97,11/10/2018
Lil Mosey,Noticed,99,12/8/2018
Lil Mosey,Noticed,93,12/1/2018
Lil Mosey,Noticed,90,11/24/2018
Lil Mosey,Noticed,91,11/17/2018
Lil Mosey,Noticed,82,11/10/2018
Lil Mosey,Noticed,80,11/3/2018
Lil Mosey,Noticed,92,10/27/2018
Lil Mosey,Noticed,100,10/20/2018
Lil Mosey,Noticed,83,10/6/2018
Lil Mosey,Noticed,100,9/29/2018
Lil Nas X,Panini,16,7/6/2019
Lil Nas X,Rodeo,22,7/6/2019
Lil Nas X,Old Town Road,1,7/6/2019
Lil Nas X,Old Town Road,1,6/29/2019
Lil Nas X,Old Town Road,1,6/22/2019
Lil Nas X,Old Town Road,1,6/15/2019
Lil Nas X,Old Town Road,1,6/8/2019
Lil Nas X,Old Town Road,1,6/1/2019
Lil Nas X,Old Town Road,1,5/25/2019
Lil Nas X,Old Town Road,1,5/18/2019
Lil Nas X,Old Town Road,1,5/11/2019
Lil Nas X,Old Town Road,1,5/4/2019
Lil Nas X,Old Town Road,1,4/27/2019
Lil Nas X,Old Town Road,1,4/20/2019
Lil Nas X,Old Town Road,1,4/13/2019
Lil Nas X,Old Town Road,15,4/6/2019
Lil Nas X,Old Town Road,32,3/30/2019
Lil Nas X,Old Town Road,51,3/23/2019
Lil Nas X,Old Town Road,83,3/16/2019
Lil Peep,Awful Things,79,12/9/2017
"Lil Peep, iLoveMakonnen",I've Been Waiting,95,5/18/2019
"Lil Peep, iLoveMakonnen",I've Been Waiting,78,5/11/2019
"Lil Peep, iLoveMakonnen",I've Been Waiting,64,5/4/2019
"Lil Peep, iLoveMakonnen",I've Been Waiting,62,4/27/2019
"Lil Peep, iLoveMakonnen",I've Been Waiting,67,4/20/2019
"Lil Peep, iLoveMakonnen",I've Been Waiting,78,4/13/2019
"Lil Peep, iLoveMakonnen",I've Been Waiting,75,4/6/2019
"Lil Peep, iLoveMakonnen",I've Been Waiting,84,3/30/2019
"Lil Peep, iLoveMakonnen",I've Been Waiting,96,3/23/2019
"Lil Peep, XXXTENTACION",Falling Down,98,12/8/2018
"Lil Peep, XXXTENTACION",Falling Down,84,12/1/2018
"Lil Peep, XXXTENTACION",Falling Down,72,11/24/2018
"Lil Peep, XXXTENTACION",Falling Down,78,11/17/2018
"Lil Peep, XXXTENTACION",Falling Down,75,11/10/2018
"Lil Peep, XXXTENTACION",Falling Down,66,11/3/2018
"Lil Peep, XXXTENTACION",Falling Down,55,10/27/2018
"Lil Peep, XXXTENTACION",Falling Down,50,10/20/2018
"Lil Peep, XXXTENTACION",Falling Down,40,10/13/2018
"Lil Peep, XXXTENTACION",Falling Down,13,10/6/2018
"Lil Peep, XXXTENTACION",Falling Down,47,9/29/2018
Lil Pump,Be Like Me,72,3/9/2019
Lil Pump,Butterfly Doors,89,1/26/2019
Lil Pump,Butterfly Doors,81,1/19/2019
Lil Pump,Drug Addicts,83,7/21/2018
Lil Pump,Esskeetit,88,7/14/2018
Lil Pump,Esskeetit,71,7/7/2018
Lil Pump,Esskeetit,76,6/30/2018
Lil Pump,Esskeetit,68,6/23/2018
Lil Pump,Esskeetit,66,6/16/2018
Lil Pump,Esskeetit,60,6/9/2018
Lil Pump,Esskeetit,56,6/2/2018
Lil Pump,Esskeetit,58,5/26/2018
Lil Pump,Esskeetit,53,5/19/2018
Lil Pump,Esskeetit,51,5/12/2018
Lil Pump,Esskeetit,37,5/5/2018
Lil Pump,Esskeetit,24,4/28/2018
Lil Pump,Gucci Gang,47,3/3/2018
Lil Pump,Gucci Gang,42,2/24/2018
Lil Pump,Gucci Gang,36,2/17/2018
Lil Pump,Gucci Gang,26,2/10/2018
Lil Pump,Gucci Gang,17,2/3/2018
Lil Pump,Gucci Gang,11,1/27/2018
Lil Pump,Gucci Gang,12,1/20/2018
Lil Pump,Gucci Gang,9,1/13/2018
Lil Pump,Gucci Gang,6,1/6/2018
Lil Pump,Gucci Gang,4,12/30/2017
Lil Pump,Gucci Gang,4,12/23/2017
Lil Pump,Gucci Gang,4,12/16/2017
Lil Pump,Gucci Gang,3,12/9/2017
Lil Pump,Gucci Gang,3,12/2/2017
Lil Pump,Gucci Gang,12,11/25/2017
Lil Pump,Gucci Gang,7,11/18/2017
Lil Pump,Gucci Gang,14,11/11/2017
Lil Pump,Gucci Gang,27,11/4/2017
Lil Pump,Gucci Gang,32,10/28/2017
Lil Pump,Gucci Gang,46,10/21/2017
Lil Pump,Gucci Gang,52,10/14/2017
Lil Pump,Gucci Gang,71,10/7/2017
Lil Pump,Gucci Gang,81,9/30/2017
Lil Skies,I,82,4/6/2019
Lil Skies,I,71,3/30/2019
Lil Skies,I,57,3/23/2019
Lil Skies,I,39,3/16/2019
Lil Skies,I Know You,79,7/7/2018
Lil Skies,I Know You,92,6/30/2018
Lil Skies,I Know You,90,6/23/2018
Lil Skies,Lust,93,6/16/2018
Lil Skies,Lust,87,6/9/2018
Lil Skies,Lust,95,6/2/2018
Lil Skies,Lust,91,5/26/2018
Lil Skies,Nowadays,85,4/14/2018
Lil Skies,Nowadays,84,4/7/2018
Lil Skies,Nowadays,81,3/31/2018
Lil Skies,Nowadays,62,3/24/2018
Lil Skies,Nowadays,58,3/17/2018
Lil Skies,Nowadays,62,3/10/2018
Lil Skies,Nowadays,73,3/3/2018
Lil Skies,Nowadays,70,2/24/2018
Lil Skies,Nowadays,70,2/17/2018
Lil Skies,Nowadays,68,2/10/2018
Lil Skies,Nowadays,57,2/3/2018
Lil Skies,Nowadays,55,1/27/2018
Lil Skies,Nowadays,85,1/20/2018
Lil Skies,Red Roses,87,6/2/2018
Lil Skies,Red Roses,87,5/26/2018
Lil Skies,Red Roses,99,5/19/2018
Lil Skies,Red Roses,100,5/12/2018
Lil Skies,Red Roses,93,5/5/2018
Lil Skies,Red Roses,93,4/28/2018
Lil Skies,Red Roses,94,4/21/2018
Lil Skies,Red Roses,77,4/14/2018
Lil Skies,Red Roses,69,4/7/2018
Lil Skies,Red Roses,75,3/31/2018
Lil Skies,Red Roses,78,3/24/2018
Lil Skies,Red Roses,78,3/17/2018
Lil Skies,Red Roses,77,3/10/2018
Lil Skies,Red Roses,78,3/3/2018
Lil Skies,Red Roses,81,2/24/2018
Lil Skies,Red Roses,77,2/17/2018
Lil Skies,Red Roses,80,2/10/2018
Lil Skies,Red Roses,74,2/3/2018
Lil Skies,Red Roses,69,1/27/2018
Lil Skies,Red Roses,98,1/20/2018
Lil Uzi Vert,Dark Queen,91,9/23/2017
Lil Uzi Vert,Dark Queen,92,9/16/2017
Lil Uzi Vert,For Real,82,9/16/2017
Lil Uzi Vert,Neon Guts,94,9/23/2017
Lil Uzi Vert,Neon Guts,79,9/16/2017
Lil Uzi Vert,New Patek,93,11/10/2018
Lil Uzi Vert,New Patek,90,11/3/2018
Lil Uzi Vert,New Patek,77,10/27/2018
Lil Uzi Vert,New Patek,62,10/20/2018
Lil Uzi Vert,New Patek,54,10/13/2018
Lil Uzi Vert,New Patek,24,10/6/2018
Lil Uzi Vert,New Patek,38,9/29/2018
Lil Uzi Vert,No Sleep Leak,90,9/16/2017
Lil Uzi Vert,Sanguine Paradise,89,7/6/2019
Lil Uzi Vert,Sanguine Paradise,78,6/29/2019
Lil Uzi Vert,Sanguine Paradise,76,6/22/2019
Lil Uzi Vert,Sanguine Paradise,71,6/15/2019
Lil Uzi Vert,Sanguine Paradise,65,6/8/2019
Lil Uzi Vert,Sanguine Paradise,63,6/1/2019
Lil Uzi Vert,Sanguine Paradise,59,5/25/2019
Lil Uzi Vert,Sanguine Paradise,47,5/18/2019
Lil Uzi Vert,Sanguine Paradise,42,5/11/2019
Lil Uzi Vert,Sanguine Paradise,32,5/4/2019
Lil Uzi Vert,Sanguine Paradise,28,4/27/2019
Lil Uzi Vert,Sauce It Up,100,12/23/2017
Lil Uzi Vert,Sauce It Up,96,12/16/2017
Lil Uzi Vert,Sauce It Up,88,12/9/2017
Lil Uzi Vert,Sauce It Up,90,12/2/2017
Lil Uzi Vert,Sauce It Up,89,11/25/2017
Lil Uzi Vert,Sauce It Up,75,11/18/2017
Lil Uzi Vert,Sauce It Up,74,11/11/2017
Lil Uzi Vert,Sauce It Up,81,11/4/2017
Lil Uzi Vert,Sauce It Up,87,10/28/2017
Lil Uzi Vert,Sauce It Up,79,10/21/2017
Lil Uzi Vert,Sauce It Up,79,10/14/2017
Lil Uzi Vert,Sauce It Up,69,10/7/2017
Lil Uzi Vert,Sauce It Up,67,9/30/2017
Lil Uzi Vert,Sauce It Up,57,9/23/2017
Lil Uzi Vert,Sauce It Up,49,9/16/2017
Lil Uzi Vert,That's A Rack,97,5/25/2019
Lil Uzi Vert,That's A Rack,83,5/18/2019
Lil Uzi Vert,That's A Rack,77,5/11/2019
Lil Uzi Vert,That's A Rack,82,5/4/2019
Lil Uzi Vert,That's A Rack,76,4/27/2019
Lil Uzi Vert,The Way Life Goes,49,2/10/2018
Lil Uzi Vert,The Way Life Goes,42,2/3/2018
Lil Uzi Vert,The Way Life Goes,37,1/27/2018
Lil Uzi Vert,The Way Life Goes,33,1/20/2018
Lil Uzi Vert,The Way Life Goes,36,1/13/2018
Lil Uzi Vert,The Way Life Goes,35,1/6/2018
Lil Uzi Vert,The Way Life Goes,24,12/30/2017
Lil Uzi Vert,The Way Life Goes,29,12/23/2017
Lil Uzi Vert,The Way Life Goes,39,12/16/2017
Lil Uzi Vert,The Way Life Goes,38,12/9/2017
Lil Uzi Vert,The Way Life Goes,37,12/2/2017
Lil Uzi Vert,The Way Life Goes,31,11/25/2017
Lil Uzi Vert,The Way Life Goes,55,11/18/2017
Lil Uzi Vert,The Way Life Goes,56,11/11/2017
Lil Uzi Vert,The Way Life Goes,56,11/4/2017
Lil Uzi Vert,The Way Life Goes,57,10/28/2017
Lil Uzi Vert,The Way Life Goes,57,10/21/2017
Lil Uzi Vert,The Way Life Goes,60,10/14/2017
Lil Uzi Vert,The Way Life Goes,58,10/7/2017
Lil Uzi Vert,The Way Life Goes,55,9/30/2017
Lil Uzi Vert,The Way Life Goes,47,9/23/2017
Lil Uzi Vert,The Way Life Goes,39,9/16/2017
Lil Uzi Vert,Two,80,9/16/2017
Lil Uzi Vert,UnFazed,84,9/16/2017
Lil Uzi Vert,X,93,9/23/2017
Lil Uzi Vert,X,81,9/16/2017
Lil Uzi Vert,XO TOUR Llif3,48,12/2/2017
Lil Uzi Vert,XO TOUR Llif3,45,11/25/2017
Lil Uzi Vert,XO TOUR Llif3,43,11/18/2017
Lil Uzi Vert,XO TOUR Llif3,40,11/11/2017
Lil Uzi Vert,XO TOUR Llif3,36,11/4/2017
Lil Uzi Vert,XO TOUR Llif3,35,10/28/2017
Lil Uzi Vert,XO TOUR Llif3,30,10/21/2017
Lil Uzi Vert,XO TOUR Llif3,27,10/14/2017
Lil Uzi Vert,XO TOUR Llif3,21,10/7/2017
Lil Uzi Vert,XO TOUR Llif3,20,9/30/2017
Lil Uzi Vert,XO TOUR Llif3,19,9/23/2017
Lil Uzi Vert,XO TOUR Llif3,16,9/16/2017
Lil Uzi Vert,XO TOUR Llif3,25,9/9/2017
Lil Uzi Vert,XO TOUR Llif3,18,9/2/2017
Lil Uzi Vert,XO TOUR Llif3,18,8/26/2017
Lil Uzi Vert,XO TOUR Llif3,20,8/19/2017
Lil Uzi Vert,XO TOUR Llif3,17,8/12/2017
Lil Uzi Vert,XO TOUR Llif3,16,8/5/2017
Lil Uzi Vert,XO TOUR Llif3,16,7/29/2017
Lil Uzi Vert,XO TOUR Llif3,17,7/22/2017
Lil Uzi Vert,XO TOUR Llif3,15,7/15/2017
Lil Uzi Vert,XO TOUR Llif3,12,7/8/2017
Lil Uzi Vert,XO TOUR Llif3,10,7/1/2017
Lil Uzi Vert,XO TOUR Llif3,7,6/24/2017
Lil Uzi Vert,XO TOUR Llif3,9,6/17/2017
Lil Uzi Vert,XO TOUR Llif3,9,6/10/2017
Lil Uzi Vert,XO TOUR Llif3,8,6/3/2017
Lil Uzi Vert,XO TOUR Llif3,8,5/27/2017
Lil Uzi Vert,XO TOUR Llif3,9,5/20/2017
Lil Uzi Vert,XO TOUR Llif3,9,5/13/2017
Lil Uzi Vert,XO TOUR Llif3,10,5/6/2017
Lil Uzi Vert,XO TOUR Llif3,8,4/29/2017
Lil Uzi Vert,XO TOUR Llif3,16,4/22/2017
Lil Uzi Vert,XO TOUR Llif3,49,4/15/2017
Lil Uzi Vert,You Was Right,46,2/4/2017
Lil Uzi Vert,You Was Right,40,1/28/2017
Lil Uzi Vert,You Was Right,40,1/21/2017
Lil Uzi Vert,You Was Right,42,1/14/2017
Lil Uzi Vert,You Was Right,52,1/7/2017
Lil Uzi Vert,You Was Right,58,12/31/2016
Lil Uzi Vert,You Was Right,49,12/24/2016
Lil Uzi Vert,You Was Right,57,12/17/2016
Lil Uzi Vert,You Was Right,52,12/10/2016
Lil Uzi Vert,You Was Right,57,12/3/2016
Lil Wayne,Can't Be Broken,91,10/20/2018
Lil Wayne,Can't Be Broken,17,10/13/2018
Lil Wayne,Dark Side Of The Moon,26,10/13/2018
Lil Wayne,Dedicate,78,10/20/2018
Lil Wayne,Dedicate,14,10/13/2018
Lil Wayne,Demon,81,10/13/2018
Lil Wayne,Don't Cry,91,10/27/2018
Lil Wayne,Don't Cry,60,10/20/2018
Lil Wayne,Don't Cry,5,10/13/2018
Lil Wayne,Dope New Gospel,90,10/13/2018
Lil Wayne,Famous,36,10/13/2018
Lil Wayne,Hittas,59,10/13/2018
Lil Wayne,Let It All Work Out,75,10/13/2018
Lil Wayne,Let It Fly,67,10/20/2018
Lil Wayne,Let It Fly,10,10/13/2018
Lil Wayne,Mess,74,10/13/2018
Lil Wayne,Mona Lisa,91,12/1/2018
Lil Wayne,Mona Lisa,87,11/24/2018
Lil Wayne,Mona Lisa,82,11/17/2018
Lil Wayne,Mona Lisa,70,11/10/2018
Lil Wayne,Mona Lisa,55,11/3/2018
Lil Wayne,Mona Lisa,42,10/27/2018
Lil Wayne,Mona Lisa,23,10/20/2018
Lil Wayne,Mona Lisa,2,10/13/2018
Lil Wayne,Open Letter,47,10/13/2018
Lil Wayne,Open Safe,62,10/13/2018
Lil Wayne,Perfect Strangers,86,10/13/2018
Lil Wayne,Problems,57,10/13/2018
Lil Wayne,Start This shit Off Right,76,10/13/2018
Lil Wayne,Took His Time,65,10/13/2018
Lil Wayne,Uproar,73,2/23/2019
Lil Wayne,Uproar,65,2/16/2019
Lil Wayne,Uproar,58,2/9/2019
Lil Wayne,Uproar,59,2/2/2019
Lil Wayne,Uproar,49,1/26/2019
Lil Wayne,Uproar,36,1/19/2019
Lil Wayne,Uproar,35,1/12/2019
Lil Wayne,Uproar,56,1/5/2019
Lil Wayne,Uproar,49,12/29/2018
Lil Wayne,Uproar,44,12/22/2018
Lil Wayne,Uproar,50,12/15/2018
Lil Wayne,Uproar,40,12/8/2018
Lil Wayne,Uproar,37,12/1/2018
Lil Wayne,Uproar,34,11/24/2018
Lil Wayne,Uproar,34,11/17/2018
Lil Wayne,Uproar,36,11/10/2018
Lil Wayne,Uproar,33,11/3/2018
Lil Wayne,Uproar,36,10/27/2018
Lil Wayne,Uproar,29,10/20/2018
Lil Wayne,Uproar,7,10/13/2018
Lil Wayne,Used 2,78,10/13/2018
Lil Wayne,What About Me,24,10/13/2018
Lil Xan,Betrayed,77,4/7/2018
Lil Xan,Betrayed,76,3/31/2018
Lil Xan,Betrayed,79,3/24/2018
Lil Xan,Betrayed,72,3/17/2018
Lil Xan,Betrayed,66,3/10/2018
Lil Xan,Betrayed,66,3/3/2018
Lil Xan,Betrayed,69,2/24/2018
Lil Xan,Betrayed,64,2/17/2018
Lil Xan,Betrayed,65,2/10/2018
Lil Xan,Betrayed,73,2/3/2018
Lil Xan,Betrayed,75,1/27/2018
Lil Xan,Betrayed,76,1/20/2018
Lil Xan,Betrayed,76,1/13/2018
Lil Xan,Betrayed,75,1/6/2018
Lil Xan,Betrayed,73,12/30/2017
Lil Xan,Betrayed,68,12/23/2017
Lil Xan,Betrayed,67,12/16/2017
Lil Xan,Betrayed,69,12/9/2017
Lil Xan,Betrayed,93,12/2/2017
Lil Yachty,66,73,3/24/2018
Lil Yachty,Boom!,88,3/24/2018
Lil Yachty,Get Dripped,98,11/3/2018
Lil Yachty,NBAYoungboat,98,4/14/2018
Lil Yachty,NBAYoungboat,75,4/7/2018
Lil Yachty,NBAYoungboat,77,3/31/2018
Lil Yachty,NBAYoungboat,63,3/24/2018
Lil Yachty,Peek A Boo,89,6/24/2017
Lil Yachty,Peek A Boo,80,6/17/2017
Lil Yachty,Peek A Boo,99,5/27/2017
Lil Yachty,Peek A Boo,78,5/6/2017
Lil Yachty,Yacht Club,91,11/3/2018
Lin,Almost Like Praying,20,10/28/2017
Lin,Found / Tonight,49,3/31/2018
Linkin Park,Heavy,96,8/19/2017
Linkin Park,Heavy,45,8/12/2017
Linkin Park,Heavy,83,7/1/2017
Linkin Park,Heavy,67,6/24/2017
Linkin Park,Heavy,58,6/17/2017
Linkin Park,Heavy,50,6/10/2017
Linkin Park,Heavy,54,6/3/2017
Linkin Park,Heavy,51,5/27/2017
Linkin Park,Heavy,53,5/20/2017
Linkin Park,Heavy,54,5/13/2017
Linkin Park,Heavy,68,5/6/2017
Linkin Park,Heavy,58,4/29/2017
Linkin Park,Heavy,61,4/22/2017
Linkin Park,Heavy,57,4/15/2017
Linkin Park,Heavy,79,4/8/2017
Linkin Park,Heavy,69,4/1/2017
Linkin Park,Heavy,79,3/25/2017
Linkin Park,Heavy,82,3/18/2017
Linkin Park,Heavy,52,3/11/2017
Linkin Park,In The End,37,8/12/2017
Linkin Park,Numb,34,8/12/2017
Little Big Town,Better Man,62,4/1/2017
Little Big Town,Better Man,55,3/25/2017
Little Big Town,Better Man,42,3/18/2017
Little Big Town,Better Man,39,3/11/2017
Little Big Town,Better Man,35,3/4/2017
Little Big Town,Better Man,40,2/25/2017
Little Big Town,Better Man,34,2/18/2017
Little Big Town,Better Man,35,2/11/2017
Little Big Town,Better Man,41,2/4/2017
Little Big Town,Better Man,43,1/28/2017
Little Big Town,Better Man,44,1/21/2017
Little Big Town,Better Man,55,1/14/2017
Little Big Town,Better Man,64,1/7/2017
Little Big Town,Better Man,68,12/31/2016
Little Big Town,Better Man,67,12/24/2016
Little Big Town,Better Man,80,12/17/2016
Little Big Town,Better Man,69,12/10/2016
Little Big Town,Better Man,70,12/3/2016
Little Mix,Shout Out To My Ex,95,12/3/2016
Lizzo,Juice,93,6/8/2019
Lizzo,Juice,100,5/25/2019
Lizzo,Truth Hurts,11,7/6/2019
Lizzo,Truth Hurts,14,6/29/2019
Lizzo,Truth Hurts,17,6/22/2019
Lizzo,Truth Hurts,21,6/15/2019
Lizzo,Truth Hurts,26,6/8/2019
Lizzo,Truth Hurts,38,6/1/2019
Lizzo,Truth Hurts,42,5/25/2019
Lizzo,Truth Hurts,50,5/18/2019
Logic,44 More,85,4/7/2018
Logic,44 More,70,3/31/2018
Logic,44 More,46,3/24/2018
Logic,44 More,65,3/17/2018
Logic,44 More,22,3/10/2018
Logic,Black SpiderMan,87,5/6/2017
Logic,BoomTrap Protocol,97,3/24/2018
Logic,Confessions Of A Dangerous Mind,78,4/6/2019
Logic,Contra,60,3/24/2018
Logic,Everybody,71,5/27/2017
Logic,Everybody,59,4/22/2017
Logic,Homicide,85,6/15/2019
Logic,Homicide,68,6/8/2019
Logic,Homicide,53,6/1/2019
Logic,Homicide,21,5/25/2019
Logic,Homicide,5,5/18/2019
Logic,Indica Badu,56,3/24/2018
Logic,Keanu Reeves,91,2/16/2019
Logic,Keanu Reeves,62,2/9/2019
Logic,Keanu Reeves,38,2/2/2019
Logic,Midnight,74,3/24/2018
Logic,One Day,80,8/11/2018
Logic,Overnight,68,3/24/2018
Logic,Warm It Up,98,3/24/2018
Logic,Wassup,83,3/24/2018
Logic,Yuck,87,3/24/2018
"Logic, Marshmello",Everyday,95,6/9/2018
"Logic, Marshmello",Everyday,91,6/2/2018
"Logic, Marshmello",Everyday,81,5/26/2018
"Logic, Marshmello",Everyday,75,5/19/2018
"Logic, Marshmello",Everyday,70,5/12/2018
"Logic, Marshmello",Everyday,66,5/5/2018
"Logic, Marshmello",Everyday,63,4/28/2018
"Logic, Marshmello",Everyday,76,4/21/2018
"Logic, Marshmello",Everyday,69,4/14/2018
"Logic, Marshmello",Everyday,67,4/7/2018
"Logic, Marshmello",Everyday,56,3/31/2018
"Logic, Marshmello",Everyday,29,3/24/2018
"Logic, Marshmello",Everyday,43,3/17/2018
Lorde,Green Light,86,5/13/2017
Lorde,Green Light,74,5/6/2017
Lorde,Green Light,54,4/29/2017
Lorde,Green Light,55,4/22/2017
Lorde,Green Light,59,4/15/2017
Lorde,Green Light,65,4/8/2017
Lorde,Green Light,39,4/1/2017
Lorde,Green Light,19,3/25/2017
Lorde,Green Light,100,3/18/2017
Lorde,Homemade Dynamite,92,10/7/2017
Lorde,Liability,78,4/1/2017
Loren Allred,Never Enough,96,2/3/2018
Loren Allred,Never Enough,97,1/27/2018
Loren Allred,Never Enough,99,1/20/2018
Loren Allred,Never Enough,88,1/13/2018
Loud Luxury,Body,82,3/2/2019
Loud Luxury,Body,82,2/23/2019
Loud Luxury,Body,81,2/16/2019
Loud Luxury,Body,87,2/9/2019
Loud Luxury,Body,85,2/2/2019
Loud Luxury,Body,82,1/26/2019
Loud Luxury,Body,80,1/19/2019
Loud Luxury,Body,87,1/12/2019
Louis Tomlinson,Back To You,88,10/14/2017
Louis Tomlinson,Back To You,78,10/7/2017
Louis Tomlinson,Back To You,72,9/30/2017
Louis Tomlinson,Back To You,64,9/23/2017
Louis Tomlinson,Back To You,62,9/16/2017
Louis Tomlinson,Back To You,60,9/9/2017
Louis Tomlinson,Back To You,56,9/2/2017
Louis Tomlinson,Back To You,62,8/26/2017
Louis Tomlinson,Back To You,74,8/19/2017
Louis Tomlinson,Back To You,40,8/12/2017
lovelytheband,Broken,45,12/22/2018
lovelytheband,Broken,45,12/15/2018
lovelytheband,Broken,32,12/8/2018
lovelytheband,Broken,35,12/1/2018
lovelytheband,Broken,31,11/24/2018
lovelytheband,Broken,29,11/17/2018
lovelytheband,Broken,29,11/10/2018
lovelytheband,Broken,30,11/3/2018
lovelytheband,Broken,33,10/27/2018
lovelytheband,Broken,39,10/20/2018
lovelytheband,Broken,48,10/13/2018
lovelytheband,Broken,41,10/6/2018
lovelytheband,Broken,43,9/29/2018
lovelytheband,Broken,41,9/22/2018
lovelytheband,Broken,48,9/15/2018
lovelytheband,Broken,50,9/8/2018
lovelytheband,Broken,51,9/1/2018
lovelytheband,Broken,54,8/25/2018
lovelytheband,Broken,74,8/18/2018
lovelytheband,Broken,69,8/11/2018
lovelytheband,Broken,75,8/4/2018
lovelytheband,Broken,84,7/28/2018
Luis Fonsi,Despacito,34,1/20/2018
Luis Fonsi,Despacito,25,1/13/2018
Luis Fonsi,Despacito,30,1/6/2018
Luis Fonsi,Despacito,31,12/30/2017
Luis Fonsi,Despacito,32,12/23/2017
Luis Fonsi,Despacito,23,12/16/2017
Luis Fonsi,Despacito,19,12/9/2017
Luis Fonsi,Despacito,22,12/2/2017
Luis Fonsi,Despacito,18,11/25/2017
Luis Fonsi,Despacito,20,11/18/2017
Luis Fonsi,Despacito,17,11/11/2017
Luis Fonsi,Despacito,15,11/4/2017
Luis Fonsi,Despacito,11,10/28/2017
Luis Fonsi,Despacito,9,10/21/2017
Luis Fonsi,Despacito,5,10/14/2017
Luis Fonsi,Despacito,5,10/7/2017
Luis Fonsi,Despacito,4,9/30/2017
Luis Fonsi,Despacito,3,9/23/2017
Luis Fonsi,Despacito,2,9/16/2017
Luis Fonsi,Despacito,1,9/9/2017
Luis Fonsi,Despacito,1,9/2/2017
Luis Fonsi,Despacito,1,8/26/2017
Luis Fonsi,Despacito,1,8/19/2017
Luis Fonsi,Despacito,1,8/12/2017
Luis Fonsi,Despacito,1,8/5/2017
Luis Fonsi,Despacito,1,7/29/2017
Luis Fonsi,Despacito,1,7/22/2017
Luis Fonsi,Despacito,1,7/15/2017
Luis Fonsi,Despacito,1,7/8/2017
Luis Fonsi,Despacito,1,7/1/2017
Luis Fonsi,Despacito,1,6/24/2017
Luis Fonsi,Despacito,1,6/17/2017
Luis Fonsi,Despacito,1,6/10/2017
Luis Fonsi,Despacito,1,6/3/2017
Luis Fonsi,Despacito,1,5/27/2017
Luis Fonsi,Despacito,3,5/20/2017
Luis Fonsi,Despacito,4,5/13/2017
Luis Fonsi,Despacito,9,5/6/2017
Luis Fonsi,Despacito,48,4/29/2017
Luis Fonsi,Despacito,49,4/22/2017
Luis Fonsi,Despacito,44,4/15/2017
Luis Fonsi,Despacito,52,4/8/2017
Luis Fonsi,Despacito,53,4/1/2017
Luis Fonsi,Despacito,56,3/25/2017
Luis Fonsi,Despacito,52,3/18/2017
Luis Fonsi,Despacito,59,3/11/2017
Luis Fonsi,Despacito,55,3/4/2017
Luis Fonsi,Despacito,61,2/25/2017
Luis Fonsi,Despacito,61,2/18/2017
Luis Fonsi,Despacito,77,2/11/2017
Luis Fonsi,Despacito,88,2/4/2017
"Luis Fonsi, Demi Lovato",Echame La Culpa,91,4/14/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,90,4/7/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,97,3/31/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,99,3/24/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,88,3/17/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,79,3/10/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,76,3/3/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,79,2/24/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,68,2/17/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,72,2/10/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,68,2/3/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,57,1/27/2018
"Luis Fonsi, Demi Lovato",Echame La Culpa,60,1/20/2018
